id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
2157,en,Lost in Space,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",16.274,1998-04-03,Lost in Space,5.4,1039
89673,it,Com'è bello far l'amore,"Couple Andrea and Giulia, an outwardly successful couple, are having problems in the bedroom. When Giulia invites Max, an old friend from high school, to stay in the family home with their teenage son, some new attitudes begin to form.",7.263,2012-02-10,Love is in the Air,5.4,274
12767,en,Cold Creek Manor,"A family moves from New York into an old mansion in the countryside, still filled with the previous owner's things. As they begin to make it their own, a series of events begin to occur that makes them believe that the former inhabitants are not yet gone.",11.602,2003-09-19,Cold Creek Manor,5.4,394
21583,en,Management,A traveling art saleswoman tries to shake off a flaky motel manager who falls for her and won't leave her alone.,8.347,2009-02-08,Management,5.4,270
10118,en,Material Girls,"Two wealthy sisters, both heiresses to their family's cosmetics fortune, are given a wake-up call when a scandal and ensuing investigation strip them of their wealth.",9.585,2006-08-18,Material Girls,5.4,406
741228,en,Locked Down,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",13.424,2021-02-25,Locked Down,5.4,209
476926,en,The Titan,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",13.936,2018-03-30,The Titan,5.4,1087
338964,en,Bad Santa 2,"Fueled by cheap whiskey, greed and hatred, Willie Soke teams up with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve. Along for the ride is chubby and cheery Thurman Merman, a 250-pound ray of sunshine who brings out Willie's sliver of humanity. Issues arise when the pair are joined by Willie's horror story of a mother, who raises the bar for the gang's ambitions, while somehow lowering the standards of criminal behavior.",15.716,2016-11-23,Bad Santa 2,5.4,656
244316,en,Into the Grizzly Maze,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,13.652,2015-02-27,Into the Grizzly Maze,5.4,226
259072,en,Wrong Turn 6: Last Resort,"A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",24.645,2014-08-22,Wrong Turn 6: Last Resort,5.4,674
80304,en,Casa De Mi Padre,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",9.316,2012-03-15,Casa De Mi Padre,5.4,250
30685,en,Blood Creek,A man and his brother on a mission of revenge become trapped in a harrowing occult experiment dating back to the Third Reich.,8.597,2009-10-09,Blood Creek,5.4,209
13051,en,Max Payne,"A DEA agent whose family was slain as part of a conspiracy, and an assassin out to avenge her sister's death, join forces to solve a series of murders in New York City.",16.22,2008-10-15,Max Payne,5.4,1761
384500,it,Tiramisù,"Antonio, a representative of medical supplies with no success, finds a brilliant way to present himself to the customers and improve his sales: the special tiramisù (an Italian dessert) made by his beautiful wife Aurora.",4.869,2016-02-25,Tiramisù,5.4,259
592739,it,"Cetto c'è, senzadubbiamente","Cetto la Qualunque, having set aside all political ambition, is now nothing more than an entrepreneur. But the news of the worsening condition of his aunt leads him to return to Italy, where something from his past will be revealed and, “doubtlessly,” all of our lives will be forever changed.",5.37,2019-11-21,"Cetto c'è, senzadubbiamente",5.3,218
43552,en,Vanishing on 7th Street,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",15.401,2010-09-11,Vanishing on 7th Street,5.3,477
534072,en,Great White,"A sea plane is destroyed in a freak accident, five people find themselves drifting on a raft. At the mercy of the tide and with no hope of rescue, the helpless situation takes a horrifying turn when they are terrorized by a ravenous great white.",14.146,2021-05-13,Great White,5.3,299
411405,en,Small Crimes,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder, returns home looking for redemption but winds up trapped in the mess he left behind.",11.129,2017-04-28,Small Crimes,5.3,231
463684,en,Velvet Buzzsaw,"Big money artists and mega-collectors pay a high price when art collides with commerce. After a series of paintings by an unknown artist are discovered, a supernatural force enacts revenge on those who have allowed their greed to get in the way of art.",13.718,2019-02-01,Velvet Buzzsaw,5.3,1687
241258,en,Incarnate,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,11.005,2016-12-01,Incarnate,5.3,485
24438,en,Did You Hear About the Morgans?,"In New York City, an estranged couple who witness a murder are relocated to small-town Wyoming as part of a witness-protection program.",12.531,2009-12-17,Did You Hear About the Morgans?,5.3,835
186759,en,Get a Job,"A recent college graduate and his friends are forced to lower life expectations when they leave school for the real world. Life after college graduation is not exactly going as planned for Will and Jillian who find themselves lost in a sea of increasingly strange jobs. But with help from their family, friends and coworkers they soon discover that the most important (and hilarious) adventures are the ones that we don't see coming.",9.083,2016-03-17,Get a Job,5.3,549
73935,en,Vamps,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,14.523,2012-08-25,Vamps,5.3,232
20069,it,Manuale d'amore 2 (capitoli successivi),"Nicola, paralyzed after a car crash, falls in love for his physiotherapist Lucia. Franco and Manuela, a young couple unfit to have children, fly to Barcelona for a specialized treatment for fertility. Filippo and Fosco, two gay men, decide to marry. Ernesto, waiter in a chic restaurant, has a liaison with Cecilia, the new Spanish help.",14.483,2007-01-19,Manual of Love 2,5.3,263
433244,en,Clinical,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.",7.956,2017-01-13,Clinical,5.3,355
14113,en,Zoom,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction.",15.11,2006-08-11,Zoom,5.3,522
10588,en,The Cat in the Hat,"During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",39.831,2003-11-21,The Cat in the Hat,5.3,1390
180948,en,Vehicle 19,"A parolee becomes the target of a massive police manhunt after inadvertently picking up a rental car with a female whistleblower tied up in the trunk. Now, as the police attempt to silence the woman before she can testify about the city's rampant corruption, the ex-con who just regained his freedom must defend her life, and clear his own name.",14.991,2013-03-07,Vehicle 19,5.3,444
838484,en,Choose or Die,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",16.093,2022-04-15,Choose or Die,5.3,536
339103,en,Gotti,"John Gotti rises to the top of the New York underworld to become the boss of the Gambino crime family. His life takes a tumultuous turn as he faces tragedy, multiple trials and a prison sentence.",10.097,2018-06-14,Gotti,5.3,522
226140,en,See No Evil 2,"A group of friends pays a late-night visit to the city morgue to surprise Amy on her birthday. But the surprise is on them when the one-eyed corpse of brutal psychopath Jacob Goodnight unexpectedly rises from a cold sub-basement slab, turning their wild party into a terrifying slay-fest.",11.415,2014-10-21,See No Evil 2,5.3,248
763164,en,Apex,"Ex-cop Thomas Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.",45.146,2021-11-12,Apex,5.3,494
560391,en,Downhill,"Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",16.51,2020-02-06,Downhill,5.3,222
288281,en,A Good Marriage,"After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?",6.676,2014-10-03,A Good Marriage,5.3,387
12657,en,Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",18.475,2004-05-28,Soul Plane,5.3,348
10048,en,Stealth,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",24.743,2005-07-27,Stealth,5.3,856
259018,en,Behaving Badly,"Teenager Rick Stevens is willing to do whatever it takes to win the heart of Nina Pennington. He'll have to deal with his best friend's horny mom, a drug abusing boss and even the mob if he ever hopes to land the girl of his dreams. Love is never easy!",18.663,2014-04-14,Behaving Badly,5.3,523
8645,en,The Happening,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",18.713,2008-06-11,The Happening,5.3,2968
13924,xx,The Adventures of André and Wally B.,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike.",10.961,1984-12-17,The Adventures of André and Wally B.,5.3,239
204349,en,Contracted,A young woman contracts what she thinks is a sexually-transmitted disease - but is actually something much worse.,9.282,2013-07-07,Contracted,5.3,431
329981,en,Shut In,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",13.142,2016-11-11,Shut In,5.3,626
193726,en,ABCs of Death 2,"Taking all that was great from the first instalment, the movie aims to be a wilder, leaner, faster-paced and even more entertaining anthology this time around, with a new crop of award-winning, visionary filmmakers from around the globe.",9.825,2014-10-02,ABCs of Death 2,5.3,242
18975,en,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",18.729,1996-07-26,The Adventures of Pinocchio,5.3,201
12208,en,Casino Royale,"Sir James Bond is called back out of retirement to stop SMERSH. In order to trick SMERSH, James thinks up the ultimate plan - that every agent will be named 'James Bond'. One of the Bonds, whose real name is Evelyn Tremble is sent to take on Le Chiffre in a game of baccarat, but all the Bonds get more than they can handle.",18.721,1967-04-13,Casino Royale,5.3,589
407531,en,Bedeviled,"When a group of teenagers receive an invite to download the latest smartphone app, an intelligent personal assistant, they expect a harmless way to get directions and restaurant recommendations. But the sinister nature of the app soon reveals itself, tormenting the friends by tapping into their darkest fears.",7.111,2017-06-28,Bedeviled,5.3,247
12771,en,Serving Sara,"When Sara is served divorce papers while she is in New York, she is stunned. Not about to lose the fortune she amassed with her self-serving Texan husband, she makes an offer to her process server, Joe, that sets them off on a wild trip across the country.",8.38,2002-08-23,Serving Sara,5.3,262
463906,en,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",15.113,2017-07-11,The Saint,5.3,250
430528,fr,Si j'étais un homme,"Jeanne wakes up one morning and her life is about to take a funny turn, at first sight nothing has changed in her - to a small detail.",13.161,2017-02-22,If I Were a Boy,5.3,332
20616,en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",11.302,2002-09-06,Swimfan,5.3,225
10473,en,DragonHeart: A New Beginning,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",9.717,2000-08-08,DragonHeart: A New Beginning,5.3,245
10064,en,Edison,"In the troubled city of Edison, a young journalist, his jaded editor, and an honest investigator from the district attorney's office join forces to gather evidence against corrupt members of an elite police unit.",10.061,2005-07-29,Edison,5.3,263
395841,en,Hold the Dark,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",15.855,2018-09-22,Hold the Dark,5.3,804
463602,en,Slumber,A sleep doctor tries to protect a family from a demon that feeds on people in their nightmares.,12.906,2017-12-01,Slumber,5.3,301
9042,en,The Cave,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",14.482,2005-08-26,The Cave,5.3,764
317091,en,November Criminals,"When Addison investigates the murder of his friend Kevin with the help of Phoebe, they discover that the truth is darker than they had ever imagined.",7.791,2017-11-07,November Criminals,5.3,555
226486,en,Tammy,"For Tammy, a burger-joint employee, a bad day keeps getting worse. She wrecks her car, loses her job and finds that her husband has been unfaithful. It's time for Tammy to hit the road, but without money or transportation, her options are limited. Her only choice is a road trip with her hard-drinking grandmother, Pearl, who has a car, cash and an itch to see Niagara Falls. It's not the escape Tammy had in mind, but it may be what she needs.",14.658,2014-07-02,Tammy,5.3,1092
328429,en,Approaching the Unknown,"Captain William Stanaforth is on a one-way solo mission to take the first steps in colonising Mars. Like all pioneers throughout history, Stanaforth will face insurmountable odds and life and death decisions as he rockets bravely through space.",6.74,2016-06-03,Approaching the Unknown,5.3,268
38319,en,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",12.702,2011-04-08,Your Highness,5.3,1136
3600,en,I Still Know What You Did Last Summer,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",16.026,1998-11-13,I Still Know What You Did Last Summer,5.3,1242
13824,en,Superstar,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies and her conversations with her only friend focus on achieving super-stardom.",8.531,1999-10-08,Superstar,5.3,249
9841,en,Rest Stop,"In Texas, the aspirant actress Nicole Carrow runs away home to Los Angeles with her boyfriend Jess Hilts. They drive through a shortcut in an old road, and when they park in a rest stop, Jess is abducted by the sadistic driver of an old yellow truck. Along the night, Nicole is threatened by the sick maniac, while mysterious things happen to her in the place.",10.129,2006-10-07,Rest Stop,5.3,213
252529,en,Another Me,A teenager finds her perfect life upended when she's stalked by a mysterious doppelganger who has her eyes set on assuming her identity.,8.619,2013-11-15,Another Me,5.3,217
11231,en,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",19.688,1994-07-18,The Next Karate Kid,5.3,837
78383,en,Nurse 3-D,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",17.981,2013-09-28,Nurse 3-D,5.3,356
12700,en,Dominion: Prequel to The Exorcist,"Haunted by terrible acts the Nazis forced him to participate in, the disenchanted Father Lankester Merrin focuses his energies on helping with an archaeological dig in the northern part of Kenya. There, the crew uncovers a church that predates Christian missions into the area, but the discovery also causes strange events to start occurring -- including physical changes to a young, disabled boy, whom Merrin grows to suspect has been possessed by a demon.",19.667,2005-05-20,Dominion: Prequel to The Exorcist,5.3,271
8487,en,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,15.796,1999-06-29,Wild Wild West,5.3,2908
888,en,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,31.507,1994-05-26,The Flintstones,5.3,2085
632931,es,El silencio del pantano,"A successful, cold-blooded crime novelist gets involved in a kidnapping case while uncovering the corrupt ties between politicians and the local mafia in Valencia, Spain.",10.301,2019-11-08,The Silence of the Marsh,5.3,206
10906,en,Pet Sematary II,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",17.082,1992-08-28,Pet Sematary II,5.3,417
10804,en,King Ralph,"As the only relative in line to ascend the Royal throne, a down-on-his-luck American slob must learn the ways of the English.",9.923,1991-02-15,King Ralph,5.3,246
245846,en,Strangerland,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",7.556,2015-07-01,Strangerland,5.3,218
44564,en,The Dilemma,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",14.53,2011-01-13,The Dilemma,5.3,728
10808,en,Dr. Dolittle 2,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",15.609,2001-06-22,Dr. Dolittle 2,5.3,1452
23966,en,Deadgirl,"When high school misfits Rickie and JT decide to ditch school and find themselves lost in the crumbling facility of a nearby abandoned hospital, they come face-to-face with a gruesome discovery: a body of a woman stripped naked, chained to a table and covered in plastic and soon realize she is anything but dead. Quickly the boys find themselves embarking on a twisted yet poignant journey testing the limits of their friendship, and forces both to decide just how far they're willing to stretch their understanding of right and wrong.",10.514,2008-09-06,Deadgirl,5.3,287
424619,fr,Les Tuche 3,"After a groundbreaking presidential election, Jeff Tuche becomes the new President of France and moves in the Elysee with his family to govern the country.",11.899,2018-01-31,Les Tuche 3,5.3,703
25018,en,Leatherface: The Texas Chainsaw Massacre III,Two college students driving coast to coast are lured off the main highway and onto a deserted Texas road. Here they are stalked by the menacing Leatherface and his demented family...a bizarre cannibalistic clan with blood on their hands and a feast on their minds. The students’ only chance for escape is a survivalist with enough firepower to blast Leatherface and the rest of the grisly predators to hell. A depraved shocker of intense terror from the gruesome beginning to the bloody finish.,24.808,1990-01-12,Leatherface: The Texas Chainsaw Massacre III,5.3,405
517764,en,The Farm,A young couple gets kidnapped and treated like farm animals after stopping at a roadside diner to eat meat.,14.003,2019-04-19,The Farm,5.3,204
426962,fr,Sous le même toit,"Delphine and Yvan divorce. While his financial situation does not allow him to find a home, Yvan remembers that he owns 20% of his ex-wife's house. He then returned to live with Delphine, in his 20%. The two ex will discover the joys of forced housemates.",6.055,2017-04-19,Room(h)ates,5.3,334
392140,fr,Ma famille t’adore déjà !,A young man meets his soon-to-be in-laws but discovers behind their proud and wealthy appearances some deep issues and lies.,5.764,2016-11-09,Ma famille t’adore déjà !,5.3,252
10535,en,Spy Hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",10.866,1996-05-24,Spy Hard,5.3,510
301728,en,Infini,"A search and rescue team are transported through deep space to a distant mining colony to save the sole survivor of a biological outbreak.  During their mission, they find a lethal weapon which is set to arrive on Earth within the hour.",9.665,2015-04-11,Infini,5.3,300
9876,en,Stop! Or My Mom Will Shoot,"A tough police sergeant's mother comes to visit him, and promptly starts trying to fix up his life, much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van, and begins to further interfere with his job and love life, eventually helping him with a case he's on.",13.648,1992-02-21,Stop! Or My Mom Will Shoot,5.3,856
9626,en,Red Sonja,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",15.484,1985-04-09,Red Sonja,5.3,663
9612,en,Coneheads,"A pair of aliens arrive on Earth to prepare for invasion, but crash instead. With enormous cone-shaped heads, robotlike walks and an appetite for toilet paper, aliens Beldar and Prymatt don't exactly blend in with the population of Paramus, N.J. But for some reason, everyone believes them when they say they're from France.",15.757,1993-07-23,Coneheads,5.3,761
17684,fr,Chouchou,"Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.",6.296,2003-03-19,Chouchou,5.3,415
9711,en,Species III,"After she delivers her child in an ambulance, alien Eve is killed by a half-breed. Fortunately, Dr. Abbot scoops up the baby alien and escapes. In time, the baby grows into a gorgeous blonde named Sara and begins her quest to find a worthy mate. But Sara is also savage and leaves a trail of deaths in her wake. This carnage makes chemistry student Dean question whether to help her race or not.",20.636,2004-11-26,Species III,5.3,335
480042,en,Escape Plan: The Extractors,"After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured. Now he and his team must pull off a deadly rescue mission to confront their sadistic foe and save the hostages before time runs out.",16.245,2019-06-20,Escape Plan: The Extractors,5.3,679
277368,fr,Les Vacances du Petit Nicolas,"It's the end of the school year. The long-awaited moment of the holidays is arrive. The little Nicolas, her parents and Grandma take the road towards the sea, and settle in for some time at the Hotel Beau-Rivage.",7.765,2014-07-09,Nicholas on Holiday,5.3,402
263472,en,Knock Knock,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",39.541,2015-06-26,Knock Knock,5.3,2648
25853,en,Dahmer,"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years in federal prison. This movie is based on events from his life.",20.911,2002-06-21,Dahmer,5.3,238
15641,en,Vacancy 2: The First Cut,"Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",11.381,2008-10-24,Vacancy 2: The First Cut,5.3,205
408381,en,Monolith,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,12.031,2016-05-12,Monolith,5.3,324
11284,en,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",26.62,1991-09-05,Freddy's Dead: The Final Nightmare,5.3,1055
1792,en,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",8.741,2003-12-10,Stuck on You,5.3,567
139455,en,Silent Night,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,30.762,2012-11-30,Silent Night,5.3,228
10845,en,2001 Maniacs,"On their way to Spring Break, college kids take a detour through an old Southern town. The people of Pleasant Valley insist the kids stay for their annual barbecue celebration... but instead of getting a taste of the old South, the old South gets a taste of them!",9.649,2005-05-12,2001 Maniacs,5.3,210
341392,fr,Lolo,"On holiday in the south of France, chic Parisian sophisticate Violette meets life-loving IT geek Jean-René. Against all odds, there’s a real chemistry between them and at the end of the summer, Jean-René wastes no time in joining his beloved in Paris. But there’s trouble in paradise, and a third party swiftly appears to shatter the couple’s idyll: Lolo, Violette’s ultra-possessive 19-year-old son, who is determined to get rid of his mother’s lover, whatever it takes…",8.089,2015-09-03,Lolo,5.3,330
301337,en,Downsizing,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,19.345,2017-12-22,Downsizing,5.3,3252
37430,en,Conan the Barbarian,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",35.407,2011-08-17,Conan the Barbarian,5.3,1617
47964,en,A Good Day to Die Hard,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",31.935,2013-02-06,A Good Day to Die Hard,5.3,5712
38579,en,Marmaduke,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",14.518,2010-06-04,Marmaduke,5.3,640
30178,en,Stuart Little 3: Call of the Wild,"With school out for the summer,  The Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.",17.956,2005-07-14,Stuart Little 3: Call of the Wild,5.3,419
9731,en,Friday the 13th: A New Beginning,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",15.99,1985-03-22,Friday the 13th: A New Beginning,5.3,897
305943,en,A Kind of Murder,"An aspiring writer investigates the murder of a local woman, who was allegedly killed by her husband but things take a nasty turn after his wife turns up dead at the same spot.",11.238,2016-12-16,A Kind of Murder,5.3,205
295011,en,Patient Zero,"After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",12.58,2018-09-14,Patient Zero,5.3,301
289153,fr,Tu veux... ou tu veux pas?,"A romantic comedy about two Parisian therapists who are so obsessed about getting into the sack with anyone they meet, they can’t ever get it on with each other.",11.413,2014-10-01,"Sex, Love & Therapy",5.3,242
17825,fr,Les 11 Commandements,"After an evening of drinking, six men find themselves in front of The God of the Joke. Distressed to find that people aren't laughing anymore, He gives the six friends a mission: to save the world with the Eleven Commandments of the Joke. The men enthusiastically take on their task. They undertake various tests aimed at pushing the limits of stupidity.",5.746,2004-02-04,The 11 Commandments,5.3,384
10063,en,The Breed,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.",16.662,2006-05-17,The Breed,5.3,299
